invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,total,date,time,payment_method,rating
157-13-5295,E,Philadelphia,Member,Male,Health and beauty,51.94,10,545.37,09/03/19,18:24:00,Ewallet,6.5
645-78-8093,D,Dallas,Normal,Female,Sports and travel,93.14,2,195.59,20/01/19,18:09:00,Ewallet,4.1
211-30-9270,E,Philadelphia,Normal,Male,Health and beauty,17.41,5,91.40,28/01/19,15:16:00,Credit card,4.9
755-12-3214,C,Houston,Member,Female,Fashion accessories,44.22,5,232.16,05/03/19,17:07:00,Credit card,8.6
346-84-3103,D,New York,Member,Female,Electronic accessories,13.22,5,69.41,02/03/19,19:26:00,Cash,4.3
478-06-7835,D,New York,Normal,Male,Fashion accessories,89.69,1,94.17,11/01/19,11:20:00,Ewallet,4.9
540-11-4336,C,Dallas,Normal,Male,Food and beverages,24.94,9,235.68,11/01/19,16:49:00,Credit card,5.6
448-81-5016,C,New York,Normal,Male,Health and beauty,59.77,2,125.52,11/03/19,12:01:00,Credit card,5.8
142-72-4741,C,New York,Member,Male,Fashion accessories,93.2,2,195.72,28/02/19,18:37:00,Credit card,6
217-58-1179,D,Dallas,Member,Male,Home and lifestyle,62.65,4,263.13,05/01/19,11:25:00,Cash,4.2
376-02-8238,D,Chicago,Normal,Male,Home and lifestyle,93.87,8,788.51,02/02/19,18:42:00,Credit card,8.3
530-90-9855,E,San Diego,Member,Male,Home and lifestyle,47.59,8,399.76,01/01/19,14:47:00,Cash,5.7
866-05-7563,E,San Diego,Member,Female,Electronic accessories,81.4,3,256.41,09/02/19,19:43:00,Cash,4.8
604-70-6476,C,Phoenix,Member,Male,Fashion accessories,17.94,5,94.19,23/01/19,14:04:00,Ewallet,6.8
799-71-1548,D,San Diego,Member,Male,Electronic accessories,77.72,4,326.42,07/01/19,16:11:00,Credit card,8.8
785-13-7708,A,San Diego,Normal,Male,Food and beverages,73.06,7,536.99,14/01/19,19:06:00,Credit card,4.2
845-51-0542,B,Dallas,Member,Male,Food and beverages,46.55,9,439.90,02/02/19,15:34:00,Ewallet,6.4
662-47-5456,B,Dallas,Member,Male,Fashion accessories,35.19,10,369.50,17/03/19,19:06:00,Credit card,8.4
883-17-4236,B,San Diego,Normal,Female,Sports and travel,14.39,2,30.22,02/03/19,19:44:00,Credit card,7.2
290-68-2984,D,New York,Normal,Male,Home and lifestyle,23.75,4,99.75,16/03/19,11:22:00,Cash,5.2
704-11-6354,B,New York,Member,Male,Home and lifestyle,58.9,8,494.76,06/01/19,11:23:00,Cash,8.9
110-48-7033,B,Dallas,Member,Male,Fashion accessories,32.62,4,137.00,29/01/19,14:12:00,Cash,9
366-93-0948,A,San Antonio,Member,Male,Electronic accessories,66.35,1,69.67,31/01/19,10:46:00,Credit card,9.7
729-09-9681,A,Philadelphia,Member,Male,Home and lifestyle,25.91,6,163.23,05/02/19,10:16:00,Ewallet,8.7
151-16-1484,A,Chicago,Member,Male,Electronic accessories,32.25,4,135.45,13/02/19,12:38:00,Ewallet,6.5
380-94-4661,E,New York,Member,Male,Electronic accessories,65.94,4,276.95,07/02/19,13:05:00,Credit card,6.9
850-41-9669,B,Phoenix,Normal,Female,Electronic accessories,75.06,9,709.32,19/03/19,13:25:00,Ewallet,6.2
821-07-3596,A,Chicago,Normal,Female,Fashion accessories,16.45,4,69.09,07/03/19,14:53:00,Ewallet,5.6
655-85-5130,E,San Diego,Member,Female,Fashion accessories,38.3,4,160.86,13/03/19,19:22:00,Cash,5.7
447-15-7839,B,Phoenix,Member,Female,Sports and travel,22.24,10,233.52,09/02/19,11:00:00,Cash,4.2
154-74-7179,C,San Diego,Normal,Male,Sports and travel,54.45,1,57.17,26/02/19,19:24:00,Ewallet,7.9
253-12-6086,C,Phoenix,Member,Female,Sports and travel,98.4,7,723.24,12/03/19,12:43:00,Credit card,8.7
808-65-0703,C,Phoenix,Normal,Male,Home and lifestyle,35.47,4,148.97,14/03/19,17:22:00,Credit card,6.9
571-94-0759,D,San Diego,Member,Female,Food and beverages,74.6,10,783.30,08/01/19,20:55:00,Cash,9.5
144-51-6085,E,Philadelphia,Member,Male,Home and lifestyle,70.74,4,297.11,05/01/19,16:05:00,Credit card,4.4
731-14-2199,D,Dallas,Member,Female,Home and lifestyle,35.54,10,373.17,04/01/19,13:34:00,Ewallet,7
783-09-1637,B,Philadelphia,Normal,Female,Sports and travel,67.43,5,354.01,06/03/19,18:13:00,Ewallet,6.3
687-15-1097,B,Los Angeles,Member,Female,Health and beauty,21.12,2,44.35,03/01/19,19:17:00,Cash,9.7
126-54-1082,E,Dallas,Member,Female,Home and lifestyle,21.54,9,203.55,07/01/19,11:44:00,Credit card,8.8
633-91-1052,E,Dallas,Normal,Female,Home and lifestyle,12.03,2,25.26,27/01/19,15:51:00,Cash,5.1
477-24-6490,B,New York,Normal,Female,Health and beauty,99.71,6,628.17,26/02/19,16:52:00,Ewallet,7.9
566-19-5475,E,San Diego,Normal,Male,Fashion accessories,47.97,7,352.58,07/01/19,20:52:00,Cash,6.2
526-86-8552,D,Houston,Member,Female,Home and lifestyle,21.82,10,229.11,07/01/19,17:36:00,Cash,7.1
376-56-3573,D,Philadelphia,Normal,Female,Fashion accessories,95.42,4,400.76,02/02/19,13:23:00,Ewallet,6.4
537-72-0426,D,New York,Member,Male,Fashion accessories,70.99,10,745.40,20/03/19,16:28:00,Cash,5.7
828-61-5674,A,Philadelphia,Member,Male,Sports and travel,44.02,10,462.21,20/03/19,19:57:00,Credit card,9.6
136-08-6195,E,Houston,Normal,Female,Home and lifestyle,69.96,8,587.66,15/02/19,17:01:00,Credit card,6.4
523-38-0215,B,Dallas,Normal,Male,Home and lifestyle,37,1,38.85,06/03/19,13:29:00,Credit card,7.9
490-29-1201,C,Phoenix,Normal,Female,Sports and travel,15.34,1,16.11,06/01/19,11:09:00,Cash,6.5
667-92-0055,D,Chicago,Member,Male,Health and beauty,99.83,6,628.93,04/03/19,15:02:00,Ewallet,8.5
565-17-3836,A,Phoenix,Member,Female,Health and beauty,47.67,4,200.21,12/03/19,14:21:00,Cash,9.1
498-41-1961,B,Phoenix,Normal,Male,Health and beauty,66.68,5,350.07,20/02/19,18:01:00,Cash,7.6
593-95-4461,D,Dallas,Member,Male,Home and lifestyle,74.86,1,78.60,24/03/19,14:49:00,Cash,6.9
226-71-3580,E,Phoenix,Normal,Female,Sports and travel,23.75,9,224.44,31/01/19,12:02:00,Cash,9.5
283-79-9594,D,San Antonio,Normal,Female,Food and beverages,48.51,7,356.55,25/01/19,13:30:00,Credit card,5.2
430-60-3493,E,Los Angeles,Member,Female,Home and lifestyle,94.88,7,697.37,03/02/19,14:38:00,Cash,4.2
139-20-0155,B,Houston,Member,Male,Electronic accessories,40.3,10,423.15,24/01/19,17:37:00,Credit card,7
558-80-4082,A,Houston,Normal,Male,Electronic accessories,27.85,7,204.70,14/03/19,17:20:00,Ewallet,6
278-97-7759,C,San Diego,Member,Female,Electronic accessories,62.48,1,65.60,18/02/19,20:29:00,Cash,4.7
316-68-6352,D,Houston,Member,Female,Food and beverages,36.36,2,76.36,21/01/19,10:00:00,Cash,7.1
585-03-5943,C,Dallas,Normal,Male,Health and beauty,18.11,10,190.16,13/03/19,11:46:00,Ewallet,5.9
211-05-0490,D,New York,Member,Female,Electronic accessories,51.92,5,272.58,03/03/19,13:42:00,Cash,7.5
727-75-6477,A,Los Angeles,Normal,Male,Electronic accessories,28.84,4,121.13,29/03/19,14:44:00,Cash,6.4
744-02-5987,C,San Diego,Member,Male,Home and lifestyle,78.38,6,493.79,10/01/19,14:16:00,Ewallet,5.8
307-83-9164,B,New York,Member,Male,Home and lifestyle,60.01,4,252.04,25/01/19,15:54:00,Cash,4.5
779-06-0012,C,San Antonio,Member,Female,Home and lifestyle,88.61,1,93.04,19/01/19,10:21:00,Cash,7.7
446-47-6729,A,Phoenix,Normal,Male,Fashion accessories,99.82,2,209.62,02/01/19,18:09:00,Credit card,6.7
573-10-3877,E,Houston,Member,Male,Health and beauty,39.01,1,40.96,12/03/19,16:46:00,Credit card,4.7
735-06-4124,B,Phoenix,Normal,Male,Food and beverages,48.61,1,51.04,25/02/19,15:31:00,Cash,4.4
439-54-7422,E,San Jose,Normal,Female,Electronic accessories,51.19,4,215.00,18/03/19,17:15:00,Credit card,4.7
396-90-2219,C,Philadelphia,Normal,Female,Electronic accessories,14.96,8,125.66,23/02/19,12:29:00,Cash,8.6
411-77-0180,C,San Antonio,Member,Male,Electronic accessories,72.2,7,530.67,26/03/19,20:14:00,Ewallet,4.3
286-01-5402,C,Dallas,Normal,Female,Sports and travel,40.23,7,295.69,30/03/19,13:22:00,Cash,9.6
803-17-8013,A,Dallas,Member,Female,Home and lifestyle,88.79,8,745.84,17/02/19,17:09:00,Cash,4.1
512-98-1403,E,Philadelphia,Member,Female,Electronic accessories,26.48,3,83.41,21/03/19,10:40:00,Ewallet,4.7
848-42-2560,E,Phoenix,Normal,Female,Fashion accessories,81.91,2,172.01,05/03/19,17:43:00,Cash,7.8
532-59-7201,D,Dallas,Member,Male,Sports and travel,79.93,6,503.56,31/01/19,14:04:00,Cash,5.5
181-94-6432,C,Houston,Member,Male,Fashion accessories,69.33,2,145.59,05/02/19,19:05:00,Ewallet,9.7
870-76-1733,D,San Antonio,Member,Female,Food and beverages,14.23,5,74.71,01/02/19,10:08:00,Credit card,4.4
423-64-4619,A,New York,Member,Female,Health and beauty,15.55,9,146.95,07/03/19,13:12:00,Cash,5
227-07-4446,E,Houston,Member,Female,Electronic accessories,78.13,10,820.37,10/02/19,20:51:00,Cash,4.4
174-36-3675,D,Phoenix,Member,Male,Food and beverages,99.37,2,208.68,14/02/19,17:29:00,Cash,5.2
428-83-5800,C,New York,Member,Female,Food and beverages,21.08,3,66.40,09/02/19,10:25:00,Cash,7.3
603-07-0961,D,Phoenix,Member,Male,Electronic accessories,74.79,5,392.65,10/01/19,11:34:00,Cash,4.9
704-20-4138,D,New York,Member,Female,Health and beauty,29.67,7,218.07,11/03/19,18:58:00,Credit card,8.1
787-15-1757,E,Phoenix,Member,Male,Health and beauty,44.07,4,185.09,18/02/19,16:28:00,Ewallet,8.4
649-11-3678,E,San Jose,Normal,Female,Food and beverages,22.93,9,216.69,26/02/19,20:26:00,Cash,5.5
622-20-1945,E,New York,Normal,Female,Health and beauty,39.42,1,41.39,18/01/19,15:08:00,Cash,8.4
372-94-8041,A,San Diego,Normal,Male,Health and beauty,15.26,6,96.14,15/02/19,18:03:00,Ewallet,9.8
563-91-7120,E,Philadelphia,Normal,Female,Fashion accessories,61.77,5,324.29,08/03/19,13:21:00,Cash,6.7
746-54-5508,C,Philadelphia,Normal,Male,Home and lifestyle,21.52,6,135.58,17/01/19,12:48:00,Credit card,9.4
276-54-0879,E,Chicago,Normal,Male,Sports and travel,97.74,4,410.51,12/03/19,19:53:00,Ewallet,6.4
815-11-1168,B,San Jose,Member,Male,Food and beverages,99.78,5,523.85,09/03/19,19:09:00,Cash,5.4
719-76-3868,A,San Jose,Member,Male,Food and beverages,94.26,4,395.89,12/03/19,16:30:00,Cash,8.6
730-61-8757,A,San Antonio,Member,Male,Health and beauty,51.13,4,214.75,25/01/19,10:11:00,Credit card,4
340-66-0321,E,San Antonio,Member,Male,Electronic accessories,36.36,4,152.71,25/03/19,13:07:00,Cash,7.6
868-81-1752,E,San Jose,Normal,Male,Home and lifestyle,22.02,9,208.09,07/02/19,18:48:00,Cash,6.8
634-97-8956,B,Phoenix,Normal,Male,Food and beverages,32.9,3,103.64,17/02/19,17:27:00,Credit card,9.1
566-71-1091,A,San Antonio,Normal,Male,Fashion accessories,77.02,5,404.36,03/02/19,15:59:00,Cash,5.5
442-48-3607,B,San Diego,Member,Male,Food and beverages,23.48,2,49.31,14/03/19,11:21:00,Credit card,7.9
835-16-0096,E,New York,Member,Male,Sports and travel,14.7,5,77.18,24/03/19,13:48:00,Ewallet,8.5
527-09-6272,E,Chicago,Member,Female,Electronic accessories,28.45,5,149.36,21/03/19,10:17:00,Credit card,9.1
898-04-2717,C,Chicago,Normal,Male,Fashion accessories,76.4,9,721.98,19/03/19,15:49:00,Ewallet,7.5
692-27-8933,A,Chicago,Normal,Female,Sports and travel,57.95,6,365.09,24/02/19,13:02:00,Cash,5.2
633-09-3463,E,Chicago,Normal,Female,Electronic accessories,47.65,3,150.10,28/03/19,12:58:00,Credit card,9.5
374-17-3652,A,Los Angeles,Member,Female,Food and beverages,42.82,9,404.65,05/02/19,15:26:00,Credit card,8.9
378-07-7001,D,San Jose,Member,Male,Electronic accessories,48.09,3,151.48,10/02/19,18:23:00,Credit card,7.8
433-75-6987,C,Phoenix,Member,Female,Health and beauty,55.97,7,411.38,05/03/19,19:06:00,Ewallet,8.9
873-95-4984,D,Los Angeles,Member,Female,Health and beauty,76.9,7,565.22,15/02/19,20:21:00,Cash,7.7
416-13-5917,D,Dallas,Normal,Female,Food and beverages,97.03,5,509.41,30/01/19,16:24:00,Ewallet,9.3
150-89-8043,B,Dallas,Normal,Male,Sports and travel,44.65,3,140.65,14/02/19,15:04:00,Cash,6.2
135-84-8019,C,San Jose,Normal,Female,Fashion accessories,77.93,9,736.44,27/02/19,16:10:00,Ewallet,7.6
441-94-7118,C,Phoenix,Member,Male,Electronic accessories,71.95,1,75.55,04/02/19,12:14:00,Cash,7.3
725-96-3778,A,San Antonio,Member,Female,Home and lifestyle,89.25,8,749.70,20/01/19,10:13:00,Cash,4.7
531-80-1784,D,Los Angeles,Normal,Male,Electronic accessories,26.02,7,191.25,28/03/19,17:38:00,Cash,5.1
400-45-1220,C,San Jose,Normal,Female,Health and beauty,13.5,10,141.75,27/02/19,11:06:00,Credit card,4.8
860-79-0874,D,Dallas,Member,Female,Fashion accessories,99.3,10,1042.65,15/02/19,14:53:00,Credit card,6.6
834-61-8124,B,San Jose,Normal,Male,Electronic accessories,51.69,7,379.92,26/01/19,18:22:00,Cash,5.5
115-99-4379,E,San Diego,Member,Female,Fashion accessories,54.73,7,402.27,14/03/19,19:02:00,Credit card,8.5
565-67-6697,C,Houston,Member,Male,Home and lifestyle,27,9,255.15,02/03/19,14:16:00,Cash,4.8
320-49-6392,E,San Jose,Normal,Female,Electronic accessories,30.24,1,31.75,04/03/19,15:44:00,Cash,8.4
889-04-9723,A,Houston,Member,Female,Food and beverages,89.14,4,374.39,07/01/19,12:20:00,Credit card,7.8
632-90-0281,D,Dallas,Normal,Female,Fashion accessories,37.55,10,394.28,08/03/19,20:01:00,Credit card,9.3
554-42-2417,C,Philadelphia,Normal,Female,Sports and travel,95.44,10,1002.12,09/01/19,13:45:00,Cash,5.2
453-63-6187,B,San Jose,Normal,Male,Electronic accessories,27.5,3,86.63,01/03/19,15:40:00,Ewallet,6.5
578-80-7669,D,Chicago,Normal,Male,Sports and travel,74.97,1,78.72,16/03/19,16:58:00,Cash,5.6
612-36-5536,B,San Diego,Member,Male,Food and beverages,80.96,8,680.06,17/02/19,11:12:00,Credit card,7.4
605-72-4132,B,San Antonio,Normal,Female,Food and beverages,94.47,8,793.55,27/02/19,15:12:00,Cash,9.1
471-41-2823,C,Los Angeles,Normal,Male,Food and beverages,99.79,2,209.56,07/03/19,20:37:00,Ewallet,8
462-67-9126,C,Los Angeles,Normal,Male,Home and lifestyle,73.22,6,461.29,21/01/19,17:44:00,Cash,7.2
272-27-9238,D,Chicago,Normal,Female,Food and beverages,41.24,4,173.21,19/02/19,16:23:00,Cash,7.1
834-25-9262,A,Philadelphia,Normal,Female,Fashion accessories,81.68,4,343.06,06/01/19,12:12:00,Cash,9.1
122-61-9553,D,Los Angeles,Normal,Female,Electronic accessories,51.32,9,484.97,14/03/19,19:33:00,Cash,5.6
468-88-0009,B,Dallas,Member,Male,Home and lifestyle,65.94,4,276.95,24/03/19,10:29:00,Cash,6
613-59-9758,B,Phoenix,Normal,Female,Sports and travel,14.36,10,150.78,27/01/19,14:28:00,Cash,5.4
254-31-0042,E,New York,Member,Male,Electronic accessories,21.5,9,203.18,06/03/19,12:46:00,Credit card,7.8
201-86-2184,E,Dallas,Member,Female,Electronic accessories,26.26,7,193.01,02/02/19,19:40:00,Cash,9.9
261-12-8671,A,Houston,Normal,Female,Fashion accessories,60.96,2,128.02,25/01/19,19:39:00,Credit card,4.9
730-70-9830,D,Phoenix,Normal,Female,Home and lifestyle,70.11,6,441.69,14/03/19,17:54:00,Ewallet,5.2
382-25-8917,C,Philadelphia,Normal,Male,Fashion accessories,42.08,6,265.10,29/01/19,12:25:00,Cash,8.9
422-29-8786,E,San Jose,Normal,Female,Home and lifestyle,67.09,5,352.22,03/01/19,16:47:00,Credit card,9.1
667-23-5919,B,Los Angeles,Member,Female,Fashion accessories,96.7,5,507.68,14/01/19,12:52:00,Ewallet,7
843-01-4703,D,Los Angeles,Member,Female,Home and lifestyle,35.38,9,334.34,05/01/19,19:50:00,Credit card,9.6
743-88-1662,E,Los Angeles,Normal,Male,Sports and travel,95.49,7,701.85,22/02/19,18:17:00,Ewallet,8.7
595-86-2894,E,San Jose,Member,Male,Fashion accessories,96.98,4,407.32,06/02/19,17:20:00,Ewallet,9.4
182-69-8360,B,New York,Normal,Female,Electronic accessories,23.65,4,99.33,30/01/19,13:32:00,Credit card,4
289-15-7034,D,Los Angeles,Member,Male,Sports and travel,82.33,4,345.79,11/01/19,10:37:00,Credit card,7.5
462-78-5240,D,Chicago,Normal,Female,Electronic accessories,26.61,2,55.88,19/03/19,14:35:00,Cash,4.2
868-52-7573,B,Los Angeles,Normal,Female,Food and beverages,99.69,5,523.37,14/01/19,12:09:00,Cash,9.9
153-58-4872,C,Phoenix,Member,Female,Food and beverages,74.89,4,314.54,01/03/19,15:32:00,Ewallet,4.2
662-72-2873,D,New York,Normal,Female,Food and beverages,40.94,5,214.94,06/01/19,13:58:00,Ewallet,9.9
525-88-7307,A,San Jose,Member,Male,Sports and travel,75.82,1,79.61,31/01/19,13:19:00,Cash,5.8
689-16-9784,D,Chicago,Normal,Male,Food and beverages,46.77,6,294.65,11/03/19,13:37:00,Cash,6
725-56-0833,D,Phoenix,Normal,Female,Health and beauty,32.32,10,339.36,20/02/19,16:49:00,Credit card,10
394-41-0748,C,Phoenix,Member,Female,Fashion accessories,54.07,9,510.96,27/01/19,14:55:00,Ewallet,9.5
596-42-3999,E,Dallas,Normal,Male,Food and beverages,18.22,7,133.92,10/03/19,14:04:00,Credit card,6.6
541-89-9860,B,San Jose,Member,Female,Fashion accessories,80.48,3,253.51,15/02/19,12:31:00,Cash,8.1
173-82-9529,D,Houston,Normal,Female,Fashion accessories,37.95,10,398.48,26/01/19,14:51:00,Cash,9.7
563-36-9814,E,New York,Member,Male,Electronic accessories,76.82,1,80.66,13/02/19,18:27:00,Ewallet,7.2
308-47-4913,C,Chicago,Member,Female,Sports and travel,52.26,10,548.73,09/03/19,12:45:00,Credit card,6.2
885-17-6250,D,Los Angeles,Normal,Female,Health and beauty,79.74,1,83.73,06/03/19,10:36:00,Ewallet,7.3
726-27-2396,E,Chicago,Normal,Female,Health and beauty,77.5,5,406.88,24/01/19,20:36:00,Ewallet,4.3
316-01-3952,D,Los Angeles,Normal,Female,Food and beverages,54.27,5,284.92,13/03/19,14:16:00,Ewallet,4.6
760-54-1821,D,Phoenix,Normal,Male,Home and lifestyle,13.59,9,128.43,15/03/19,10:26:00,Cash,5.8
793-10-3222,B,Phoenix,Member,Female,Health and beauty,41.06,6,258.68,05/03/19,13:30:00,Credit card,8.3
346-12-3257,E,Chicago,Member,Male,Electronic accessories,19.24,9,181.82,04/03/19,16:28:00,Cash,8
110-05-6330,D,San Jose,Normal,Female,Food and beverages,39.43,6,248.41,25/03/19,20:18:00,Credit card,9.4
651-61-0874,D,Philadelphia,Normal,Male,Home and lifestyle,46.22,4,194.12,12/03/19,20:04:00,Credit card,6.2
236-86-3015,C,Dallas,Member,Male,Home and lifestyle,13.98,1,14.68,04/02/19,13:38:00,Ewallet,9.8
831-64-0259,B,San Antonio,Normal,Female,Fashion accessories,39.75,5,208.69,22/02/19,10:43:00,Ewallet,9.6
587-03-7455,D,San Antonio,Member,Female,Fashion accessories,97.79,7,718.76,16/02/19,17:30:00,Ewallet,4.9
882-40-4577,E,San Antonio,Member,Male,Sports and travel,67.26,4,282.49,19/01/19,15:28:00,Credit card,8
732-67-5346,E,Chicago,Normal,Male,Food and beverages,13.79,5,72.40,11/01/19,19:07:00,Credit card,7.8
725-32-9708,B,Houston,Member,Female,Fashion accessories,68.71,4,288.58,04/01/19,19:01:00,Cash,4.1
256-08-8343,E,Philadelphia,Normal,Female,Home and lifestyle,56.53,4,237.43,04/03/19,19:48:00,Ewallet,5.5
372-26-1506,E,Chicago,Normal,Female,Fashion accessories,23.82,5,125.06,28/01/19,19:24:00,Ewallet,5.4
244-08-0162,D,San Diego,Normal,Female,Health and beauty,34.21,10,359.21,02/01/19,13:00:00,Cash,5.1
569-71-4390,B,Philadelphia,Normal,Male,Sports and travel,21.87,2,45.93,25/01/19,14:29:00,Ewallet,6.9
132-23-6451,C,Los Angeles,Member,Male,Health and beauty,20.97,5,110.09,04/01/19,13:21:00,Cash,7.8
696-90-2548,C,San Jose,Normal,Male,Sports and travel,25.84,3,81.40,10/03/19,18:55:00,Ewallet,6.6
472-15-9636,B,Houston,Normal,Male,Home and lifestyle,50.93,8,427.81,22/03/19,19:36:00,Ewallet,9.2
268-03-6164,C,Houston,Normal,Male,Health and beauty,96.11,1,100.92,25/01/19,16:28:00,Ewallet,7.8
750-57-9686,D,San Jose,Normal,Female,Home and lifestyle,45.38,4,190.60,08/01/19,13:48:00,Credit card,8.7
186-09-3669,D,Philadelphia,Member,Female,Health and beauty,81.51,1,85.59,22/01/19,10:57:00,Ewallet,9.2
848-07-1692,B,Phoenix,Normal,Female,Health and beauty,57.22,2,120.16,12/01/19,17:13:00,Ewallet,8.3
745-71-3520,D,San Diego,Member,Female,Electronic accessories,25.22,7,185.37,04/02/19,10:23:00,Cash,8.2
266-76-6436,B,San Jose,Member,Female,Food and beverages,38.6,3,121.59,28/03/19,13:57:00,Ewallet,7.5
740-22-2500,B,Chicago,Normal,Female,Electronic accessories,84.05,3,264.76,23/01/19,13:29:00,Cash,9.8
271-88-8734,E,Philadelphia,Member,Female,Fashion accessories,97.21,10,1020.71,08/02/19,13:00:00,Credit card,8.7
301-81-8610,B,Phoenix,Member,Male,Fashion accessories,25.42,8,213.53,19/03/19,19:42:00,Credit card,6.7
489-64-4354,E,San Antonio,Normal,Male,Fashion accessories,16.28,1,17.09,09/03/19,15:36:00,Cash,5
198-84-7132,E,San Jose,Member,Male,Fashion accessories,40.61,9,383.76,02/01/19,13:40:00,Cash,7
269-10-8440,C,Dallas,Member,Male,Health and beauty,53.17,7,390.80,21/01/19,18:01:00,Cash,8.9
650-98-6268,D,San Diego,Member,Female,Food and beverages,20.87,3,65.74,20/03/19,13:53:00,Credit card,8
741-73-3559,B,New York,Normal,Male,Sports and travel,67.27,5,353.17,27/02/19,17:27:00,Cash,6.9
325-77-6186,C,San Jose,Member,Female,Home and lifestyle,90.65,10,951.83,08/03/19,10:53:00,Ewallet,7.3
286-75-7818,D,New York,Normal,Male,Fashion accessories,69.08,2,145.07,31/01/19,19:48:00,Credit card,6.9
574-57-9721,D,Phoenix,Normal,Male,Food and beverages,43.27,2,90.87,08/03/19,16:53:00,Ewallet,5.7
459-50-7686,B,New York,Normal,Female,Electronic accessories,23.46,6,147.80,13/01/19,19:14:00,Ewallet,6.4
616-87-0016,E,San Antonio,Normal,Male,Fashion accessories,95.54,7,702.22,09/03/19,14:36:00,Credit card,9.6
837-55-7229,B,San Antonio,Normal,Female,Fashion accessories,47.44,1,49.81,22/02/19,18:19:00,Credit card,6.8
751-69-0068,D,Phoenix,Normal,Male,Sports and travel,99.24,9,937.82,19/03/19,19:09:00,Ewallet,9
257-73-1380,B,San Antonio,Member,Male,Sports and travel,82.93,4,348.31,20/01/19,16:51:00,Ewallet,9.6
345-08-4992,D,Chicago,Normal,Male,Home and lifestyle,33.99,6,214.14,08/03/19,15:37:00,Credit card,7.7
549-96-4200,E,New York,Member,Male,Food and beverages,17.04,4,71.57,08/03/19,20:15:00,Ewallet,7
810-60-6344,D,San Jose,Normal,Female,Electronic accessories,40.86,8,343.22,07/02/19,14:38:00,Credit card,6.5
450-28-2866,C,San Diego,Member,Male,Food and beverages,17.44,5,91.56,15/01/19,19:25:00,Cash,8.1
394-30-3170,C,New York,Member,Female,Sports and travel,88.43,8,742.81,22/03/19,19:35:00,Credit card,4.3
138-17-5109,D,Dallas,Member,Female,Home and lifestyle,89.21,9,843.03,15/01/19,15:42:00,Credit card,6.5
192-98-7397,E,San Diego,Normal,Male,Fashion accessories,12.78,1,13.42,08/01/19,14:11:00,Ewallet,9.5
301-11-9629,C,Philadelphia,Normal,Female,Sports and travel,19.1,7,140.39,15/01/19,10:43:00,Cash,9.7
390-80-5128,D,Phoenix,Member,Female,Health and beauty,19.15,1,20.11,28/01/19,17:58:00,Credit card,9.5
235-46-8343,B,Dallas,Member,Male,Food and beverages,27.66,10,290.43,14/02/19,11:26:00,Credit card,8.9
453-12-7053,D,New York,Normal,Male,Fashion accessories,45.74,3,144.08,10/03/19,17:38:00,Credit card,6.5
296-11-7041,C,San Antonio,Member,Female,Health and beauty,27.07,1,28.42,12/01/19,20:07:00,Credit card,5.3
449-27-2918,D,New York,Member,Female,Sports and travel,39.12,1,41.08,26/03/19,11:02:00,Credit card,9.6
891-01-7034,C,Los Angeles,Normal,Female,Electronic accessories,74.71,6,470.67,01/01/19,19:07:00,Cash,6.7
744-09-5786,E,Chicago,Normal,Male,Electronic accessories,22.01,6,138.66,02/01/19,18:50:00,Cash,7.6
727-17-0390,B,Chicago,Normal,Female,Food and beverages,63.61,5,333.95,16/03/19,12:43:00,Ewallet,4.8
568-88-3448,C,Chicago,Normal,Male,Health and beauty,25,1,26.25,03/03/19,15:09:00,Ewallet,5.5
187-83-5490,B,Houston,Member,Male,Electronic accessories,20.77,4,87.23,31/01/19,13:47:00,Cash,4.7
767-54-1907,D,Chicago,Member,Female,Fashion accessories,29.56,5,155.19,13/02/19,16:59:00,Cash,6.9
710-46-4433,D,Dallas,Member,Female,Food and beverages,77.4,9,731.43,15/02/19,14:15:00,Credit card,4.5
533-33-5337,C,Philadelphia,Normal,Male,Electronic accessories,79.39,10,833.60,07/02/19,20:24:00,Cash,6.2
325-90-8763,E,Los Angeles,Member,Female,Electronic accessories,46.57,10,488.99,27/01/19,13:58:00,Cash,7.6
729-46-7422,C,Chicago,Normal,Male,Food and beverages,35.89,1,37.68,23/02/19,16:52:00,Credit card,7.9
639-76-1242,D,Los Angeles,Normal,Male,Food and beverages,40.52,5,212.73,03/02/19,15:19:00,Cash,4.5
234-03-4040,C,San Diego,Member,Female,Food and beverages,73.05,10,767.03,03/03/19,12:25:00,Credit card,8.7
326-71-2155,C,Philadelphia,Normal,Female,Sports and travel,73.95,4,310.59,03/02/19,10:02:00,Cash,6.1
320-32-8842,D,Philadelphia,Member,Female,Food and beverages,22.62,1,23.75,17/03/19,18:58:00,Cash,6.4
470-32-9057,E,Chicago,Member,Male,Food and beverages,51.34,5,269.54,28/03/19,15:31:00,Credit card,9.1
878-30-2331,E,Los Angeles,Member,Female,Sports and travel,54.55,10,572.78,02/03/19,11:22:00,Credit card,7.1
440-59-5691,B,San Diego,Member,Female,Health and beauty,37.15,7,273.05,08/02/19,13:12:00,Credit card,7.7
554-53-3790,C,San Antonio,Normal,Male,Sports and travel,37.02,6,233.23,22/03/19,18:33:00,Cash,4.5
746-19-0921,C,Philadelphia,Normal,Male,Food and beverages,21.58,1,22.66,09/02/19,10:02:00,Ewallet,7.2
